category,question,answer
계절제수업,계절제 수업 일정은 어떻게 되나요?,"여름방학과 겨울방학 중에 개설합니다. 일반적인 일정은 다음과 같습니다(개설 일정 변경이 있을 수 있습니다).
수요조사 : 4월 초(여름), 10월 초(겨울) - 3일간
수강신청 : 5월 중(여름), 11월 중(겨울) - 3일간
수강변경 : 5월 말(여름), 11월 말(겨울) - 2일간
등 록 : 6월 초(여름), 12월 초(겨울) - 3일간
수 업 : 6월 말~7월 중순 (여름), 12월 말~1월 중순 (겨울) 1일 2~3시간씩 수업.
성적등재 : 8월초 (여름), 2월 초 (겨울)
*부서 : 학사지원팀

*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,이번 학기 휴학생입니다. 계절제 수업 사회봉사 프로그램이나 현장실습 프로그램에 참여할 수 있습니까?,"휴학생도 학점인정을 위한 사회봉사나 현장실습 프로그램에 참가할 수 있습니다 (사회봉사 학점인정 시행세칙 제5조 2항, 현장실습 학점인정 시행세칙 제5조 4항).

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,이번 학기 졸업예정자입니다. 계절제 수업 사회봉사 프로그램이나 현장실습 프로그램에 참여할 수 있습니까?,"졸업예정자는 학점인정을 위한 사회봉사나 현장실습 프로그램에 참가할 수 없습니다. (계절제수업운영에 관한 시행세칙 제5조 3항, 사회봉사 학점인정 시행세칙 제5조 4항, 현장실습 학점인정 시행세칙 제5조 5항)

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,현장실습 프로그램에 관해 알고 싶습니다.,"현장실습은 총장이 인정하는 국내외 산업현장 또는 관련 기관과 소정의 협약에 따라 최소 160시간 이상으로 대학의 교육목적에 부합하는 현장 교육 및 실습을 의미합니다. 학점제 인턴십은 학생복지처 장학취업팀(02-2123-6676), 글로벌인턴십은 국제처(02-2123-4704, sap@yonsei.ac.kr)로 문의바랍니다.

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,학사경고자인데 면담을 해야 계절학기 신청이 가능한가요?,"직전학기 학사경고자는 정규학기 수강신청 전 지도교수 또는 학과장의 상담을 받아야 수강신청이 가능합니다. 그러나 계절학기는 상담을 받지 않고도 수강신청이 가능합니다.

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,졸업학점 중 계절학기로 들을 수 있는 학점 상한선이 있나요?,"졸업학점 중 계절학기로 들을 수 있는 학점의 상한선은 없습니다. 다만, 매번 개설되는 계절학기에 한번에 취득할 수 있는 최대 학점은 7학점으로 정해져 있습니다.

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,휴학 중 계절학기만 연속으로 수강 가능한가요?,"휴학 상태에서 계절학기 수강이 가능하므로 연속으로 이수할 수도 있습니다. 다만, 반드시 복학하여 한학기 등록을 마친 후에만 졸업이 가능합니다.

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,계절학기 개설과목은 언제 어떻게 알 수 있나요?,"여름 계절학기는 5월 초, 겨울 계절학기는 11월 초에 홈페이지를 통해서 당해 연도 개설과목이 공지됩니다. 계절학기는 정규학기와는 달리 매학기 수요조사를 통해서 강의수요를 파악한 후 개설과목을 결정하기 때문에 이보다 앞서 미리 조회할 수는 없으므로 학사포탈 수강편람조회를 통해서 과거학기에 개설된 과목리스트를 조회하여 참고하시기 바랍니다.

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,휴학생도 계절수업을 이수할 수 있나요?,"휴학중인 학생도 계절수업을 이수할 수 있습니다. 다만, 휴학중인 학생은 계절수업을 이수하고 졸업요건을 갖추었다 하더라도 곧바로 졸업할 수는 없습니다. 반드시 복학하여 한학기 등록을 마친 후에만 졸업이 가능합니다.

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,입대휴학생으로 전역을 앞두고 있는데 계절수업 이수가 가능 하나요?,"입대휴학중인 학생도 계절수업을 이수할 수 있습니다.

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,계절학기를 수강한 후 바로 졸업할 수 있나요?,"정규학기를 등록하고 졸업신청을 한 학생에 한하여 졸업이 가능하며, 계절학기를 포함하여 졸업사정이 이루어집니다. 따라서 2월에 졸업하고자 하는 경우 겨울 계절학기, 8월에 졸업하고자 하는 경우 여름 계절학기를 수강한 후 바로 졸업이 가능합니다.

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,계절학기 성적도 정규학기와 마찬가지로 인정되며 평량평균에 포함되나요?,"계절학기에 이수한 학점도 정규학기와 마찬가지로 A,B,C,D,F로 평가되어 성적표상에 등재 됩니다. 다만, 03학번 이전(03학번포함) 학생들의 계절학기 성적은 평량평균에는 포함되지 않으며, 04학번 이후 학생들의 계절학기 성적은 평량평균에 포함됩니다.

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,계절학기 바로 전 학기에 들은 과목은 계절학기 때 재수강이 안되나요?,"직전학기에 이수한 과목은 계절수업에서 재수강이 불가합니다.

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,계절학기도 수강취소가 되나요?,"계절학기는 단기간에 이루어지기 때문에 수강신청, 변경, 등록 등 계절학기 수강의 모든 절차를 완료한 이후에는 수강변경, 수강철회 및 등록취소를 허용하지 않습니다. 다만, 다음의 각호의 사유가 있을시 증빙서류 제출을 통하여 등록 취소를 허용합니다. 1. 기업체 인턴 또는 취업 2. 군입대자 3. 수술, 입원 또는 그에 준하는 질병으로 5일 이상 결석이 불가피할 때 등록금 납부영수증 및 관련증빙(인턴은 인턴증명서, 군입대는 입대영장, 질병은 진단서 및 의사소견서)을 첨부한 취소요청서를 수업지원부에 제출합니다. 등록취소시에는 취소시점에 따른 등록금을 반환합니다.

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,계절학기 수강신청 후에 등록을 하지 않게 되면 어떻게 되나요?,"계절학기는 수강신청을 하더라도 등록을 하지 않게 되면 수강을 취소한 것으로 간주되어 수강기록이 삭제됩니다.

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,계절학기도 수강철회제도가 있나요?,"계절학기는 단기간에 이루어지는 수업이므로 수강철회가 불가합니다.

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
계절제수업,본교생인데 원주캠퍼스에서도 계절학기 수강이 가능한가요? 원주에서 수강한 과목도 전공이나 학부선택으로 인정받을 수 있나요?,"계절학기에는 신촌캠퍼스나 원주캠퍼스 한 곳에서만 수강이 가능합니다(동일기간내 복수의 캠퍼스 수강은 불가). 원주캠퍼스에서 수강을 하시려면 원주학사포탈(http://uis.yonsei.ac.kr:8000/)에서 수강신청을 하셔야 합니다. 원주캠퍼스에서 수강한 교과목에 대한 학점인정여부(재수강포함)는 홈페이지 공지사항에 원주캠퍼스 계절학기 안내문이 게시될 때 함께 첨부된 개설과목 목록(엑셀표)의 맨우측에 신촌 학점인정 과목을 참고하시면 됩니다.

*부서 : 학사지원팀
*전화번호 : 02-2123-2090, 2091, 2096, 2097"
장학금,한국장학재단 학자금 대출 시 특별 추천은 어떤 경우에 받을 수 있나요?,"성적을 제외한 모든 조건을 충족하는 학생이 성적미달로 학자금 대출이 어려운 경우 2회에 한하여 학교의 특별 추천을 통해 학자금 대출을 받을 수 있습니다.

*부서 : 장학취업팀
*전화번호 : 학부 교내장학 02-2123-2127, 교외장학 2123-2126, 근로 및 학자금대출 2123-2128, 일반대학원 장학 2123-3234"
장학금,휴학시 근로 장학금을 받을 수 있나요?,"휴학생의 경우 국가 근로는 불가능하지만 교내 근로는 신청하여 선발될 경우 가능합니다.

*부서 : 장학취업팀
*전화번호 : 학부 교내장학 02-2123-2127, 교외장학 2123-2126, 근로 및 학자금대출 2123-2128, 일반대학원 장학 2123-3234"
장학금,"근로는 언제, 어떻게 신청할 수 있나요?","매 학기 수강신청 기간에 학사포탈에서 교내 근로 온라인 신청이 가능합니다. 국가 근로의 경우 국가장학금 신청기간과 동일하며 한국장학재단에서 온라인 신청이 가능합니다.

*부서 : 장학취업팀
*전화번호 : 학부 교내장학 02-2123-2127, 교외장학 2123-2126, 근로 및 학자금대출 2123-2128, 일반대학원 장학 2123-3234"
장학금,교재비는 언제 받나요?,"교재비는 미등록 일반휴학 접수마감일 이후(학기 시작 약 2주 후) 지급됩니다.

*부서 : 장학취업팀
*전화번호 : 학부 교내장학 02-2123-2127, 교외장학 2123-2126, 근로 및 학자금대출 2123-2128, 일반대학원 장학 2123-3234"
장학금,교환학생도 장학금을 받을 수 있나요?,"연세대학교에 등록을 하고 교환학생으로 가는 경우 교내/외 장학금 수혜가 가능합니다. 다만, 교환학생으로 해외대학에서 수학하는 2번째 이상 학기와 교환학생을 마치고 연세대학으로 복귀하는 학기는 진리(성적우수)장학금 신청이 불가합니다.

*부서 : 장학취업팀
*전화번호 : 학부 교내장학 02-2123-2127, 교외장학 2123-2126, 근로 및 학자금대출 2123-2128, 일반대학원 장학 2123-3234"
장학금,휴학시 취소된 장학금을 복학시 다시 수혜 받을 수 있나요?,"장학금 수혜 학생이 휴학하였다가 복학을 하더라도 해당 장학금을 다시 수혜받을 수는 없습니다. 다시 장학금을 신청해서, 재선정된 경우에만 장학금을 수혜받을 수 있습니다. (단, 4년 장학생 등 계속 장학생으로 선발된 경우 제외)

*부서 : 장학취업팀
*전화번호 : 학부 교내장학 02-2123-2127, 교외장학 2123-2126, 근로 및 학자금대출 2123-2128, 일반대학원 장학 2123-3234"
장학금,휴학시 장학금은 어떻게 되나요?,"장학금 수혜 학생이 휴학을 하게 되면 장학금(근로장학금 제외)이 취소됩니다. 미등록 일반휴학 접수마감일까지는 학사포탈시스템에서 휴학신청 시 장학금이 자동으로 취소되며, 미등록 일반휴학 접수마감일 이후부터는 학생증을 가지고 장학취업팀(학생회관 202호)에 방문하여 '장학금 취소 신청'을 해야 합니다. 장학금 취소 처리 후 학사포탈시스템에서 온라인 휴학 신청이 가능합니다.

*부서 : 장학취업팀
*전화번호 : 학부 교내장학 02-2123-2127, 교외장학 2123-2126, 근로 및 학자금대출 2123-2128, 일반대학원 장학 2123-3234"
장학금,초과학기에도 장학금을 받을 수 있나요?,"초과학기에는 교내 및 국가 장학금을 수혜할 수 없습니다.

*부서 : 장학취업팀
*전화번호 : 학부 교내장학 02-2123-2127, 교외장학 2123-2126, 근로 및 학자금대출 2123-2128, 일반대학원 장학 2123-3234"
장학금,장학금 신청 기간 및 방법은 어떻게 되나요?,"매 학기 기말고사 기간이 끝날 무렵 대학배정장학금(진리/자유) 신청기간을 학교 홈페이지 공지사항 및 장학 홈페이지 공지사항에서 안내하고 있습니다. 공지사항을 확인하시고 학사포탈에서 온라인으로 장학금을 신청하실 수 있습니다. 이와 별도로 국가장학금 또한 매 학기 기말고사 기간 전후로 신청기간을 학교 홈페이지 공지사항 및 장학 홈페이지 공지사항에서 안내하고 있습니다. 공지사항을 확인하시고 한국장학재단 홈페이지에서 온라인으로 국가장학금을 신청하시기 바랍니다.

*부서 : 장학취업팀
*전화번호 : 학부 교내장학 02-2123-2127, 교외장학 2123-2126, 근로 및 학자금대출 2123-2128, 일반대학원 장학 2123-3234"
장학금,장학금을 이중으로 수혜받을 수 있나요?,"종류가 다른 장학금의 이중수혜는 등록금 범위내에서만 가능하며, 이중수혜가 확인되면 이중수혜를 해소하기 전까지 장학금 지급 중지됩니다. 단, 근로 장학금은 등록금 범위와 상관없이 받을 수 있습니다.

*부서 : 장학취업팀
*전화번호 : 학부 교내장학 02-2123-2127, 교외장학 2123-2126, 근로 및 학자금대출 2123-2128, 일반대학원 장학 2123-3234"
장학금,장학금 (비)수혜확인서는 어떻게 발급 받나요?,"장학금 (비)수혜확인서는 연세공학원 1층 종합서비스센터 혹은 연세대학교 홈페이지 증명서 발급 화면에서 발급 가능합니다.

*부서 : 장학취업팀
*전화번호 : 학부 교내장학 02-2123-2127, 교외장학 2123-2126, 근로 및 학자금대출 2123-2128, 일반대학원 장학 2123-3234"
장학금,학사포탈에 계좌번호를 등록/변경하고 싶어요.,"연세포탈서비스 로그인 > 학사정보시스템 > 학사관리 > 등록 > 출력/등록 > 계좌번호 변경에서 등록/변경이 가능하며, 타인의 계좌번호는 등록이 불가능합니다.

*부서 : 장학취업팀
*전화번호 : 학부 교내장학 02-2123-2127, 교외장학 2123-2126, 근로 및 학자금대출 2123-2128, 일반대학원 장학 2123-3234"
장학금,장학금은 어떻게 지급 받게 되나요?,"등록금 납부 전 장학금이 확정된 경우 등록금 고지서에서 감면처리되고, 등록금 납후 후 장학금이 확정된 경우 학사포탈에 등록되어 있는 본인계좌로 계좌지급됩니다.

*부서 : 장학취업팀
*전화번호 : 학부 교내장학 02-2123-2127, 교외장학 2123-2126, 근로 및 학자금대출 2123-2128, 일반대학원 장학 2123-3234"
장학금,장학금 수혜내역은 어디에서 확인할 수 있나요?,"연세포탈서비스 로그인 > 학사정보시스템 > 학사관리 > 장학 > 장학내역조회에서 확인가능합니다.

*부서 : 장학취업팀
*전화번호 : 학부 교내장학 02-2123-2127, 교외장학 2123-2126, 근로 및 학자금대출 2123-2128, 일반대학원 장학 2123-3234"
장학금,연세대학교 장학금과 근로/대출 관련 정보는 어디에서 확인할 수 있나요?,"장학금, 근로 및 학자금 대출과 관련한 요약 정보는 연세대학교 공지사항과 장학 홈페이지 공지사항에서 매 학기 안내하고 있습니다. 그러나 세부 정보는 수시로 변할 수 있기 때문에 연세대학교 홈페이지 > 학사지원 > 장학금의 공지사항이나 해당 재단의 공지사항에서 확인하시기 바랍니다.

* 부서 : 장학취업팀
* 전화번호 : 학부 교내장학 02-2123-2127, 교외장학 02-2123-2126, 근로 및 학자금대출 02-2123-2128, 일반대학원 장학 02- 2123-3234"
복수전공/연계전공,온라인 민원에 대한 질문이 보여지는 곳입니다.,질문에 대한 답변이 보여집니다.
캠퍼스견학,대형버스 주차는 어디에 하나요?,"연세대학교 남문으로 들어오셔서 주차유도원의 안내를 받아 주차하시면 됩니다.

*부서 : 홍보팀
*전화번호 : 02-2123-8572"
증명서,전화나 이메일로 증명서 발송 요청이 가능한가요?,"◆ 전화나 이메일로 대리 발급하여 발송해 주는 서비스는 없습니다. 직접 인터넷 상에서나, 주민센터 팩스 민원을 이용하시기 바랍니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,학사포탈서비스 로그인시 비밀번호를 모르겠습니다. 어디로 연락해야 하나요?,"◆ 로그인 및 비밀번호 초기화 등의 문의는 학부는 교무처 학사지원팀, 대학원은 각 대학원 행정팀으로 연락하시기 바랍니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,인터넷증명발급 메뉴를 클릭하면 원본대조메뉴로 연결됩니다. 왜 그런가요?,"◆ 연세 학사포탈서비스 첫 화면에서 로그인 절차를 거치지 않았던 경우입니다. 반드시 로그인을 하셔야 합니다. 교직원증명이 아닌 학생의 로그인 시 아이디는 자신의 학번이며, 비밀번호는 학사포탈 비밀번호 (초기 비밀번호는 주민등록번호 뒷7자리이며, 82학번이전은 앞 6자리)입니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,무인증명발급기 설치 위치와 창구 직접 발급 어디로 가야 하나요?,"◆ 위치: 신촌캠퍼스 학생회관 앞 쪽에 백양로 지하공간 (명칭: 백양누리)으로 내려가는 에스컬레이터를 타고 내려오면 바로 왼편에 설치되어 있으며, 바로 오른쪽에는 창구 발급을 담당하는 종합서비스센터 행정팀 사무실이 자리하고 있습니다.
◆ 시간: 창구 발급은 업무 시간(평일 9:00~17:20)중에만 가능하나, 무인증명발급기는 백양누리 지하공간이 오픈된 시간 동안에는 언제나 이용가능 합니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,인터넷증명발급시 각종 에러 '증명서가 출력이 안됩니다. 또는 중복결제됐습니다.' 상황에서는 어떻게 해야 하나요?,"◆ 인터넷 증명서 발급시 문제점은 외부 협력업체와 직접 전화로 상담하여 해결하실 수 있습니다. 02-3153-7061(협력업체직통), 1644-2378 (자동응답)

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,증명서 수령기관에서 Request Form등의 양식을 요구합니다. 학교에서 작성할 부분을 기입하여 같이 보내줄 수 있나요?,"◆ 인터넷즉시 발급이 아닌, 우편증명발송 신청할 때 비고란에 해당 서류 동봉 요청합니다.라는 문구를 적고, 해당 양식을 yservice@yonsei.ac.kr로 송부해 주시면, 이를 동봉하여 발송해드립니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,인터넷 증명 발급시 영문증명서를 발급이 불가능하다고 합니다. 왜 그런가요?,"◆ 영문 이름이 연세 학사포탈시스템에 등재되어 있지 않은 경우입니다. 해당 대학 행정팀으로 전화하시어 학적담당자를 찾아 본인 확인을 거친 뒤, 자신의 여권 영문 이름과 일치되게 입력 요청하시기 바랍니다. 영문명은 모든 학위 및 증명서에 공통 적용되는 관계로 가급적 여권명과 일치되게 알려주는 것이 좋습니다. 영문명 등재 원칙은 다음과 같습니다. 모두 대문자로 입력하고, 성과 이름 사이에는 콤마를 넣어 구분하며, 앞부분에는 성이, 뒷부분에는 이름이 등재되도록 통일하고 있습니다. 예1) HONG, GIL DONG, 예2) HONG, GILDONG

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,계절학기 성적만 기재된 성적증명서를 발급받을 수 있나요?,"◆ 특정학기만 기재된 증명서는 발급되지 않습니다. 타학교 학생의 경우, 계절학기 성적자료를 본인의 대학으로 송부하므로 해당대학에서 확인 하시면 됩니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,학위증을 발급받을 수 있나요?,"◆ 학위증은 졸업때 1번만 발급되므로, 학위증명서 또는 졸업증명서를 발급받아 자신의 최종 학위를 증명하시기 바랍니다. 학위증 교부에 관한 추가 질문이 있을 경우에는 학부생은 교무처 학사지원팀, 대학원은 각 대학원 행정팀에 추가 문의바랍니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,전공/교양 성적이 구분 표기된 성적증명서가 발급되나요?,"◆ 우리대학교의 성적증명서는 전체 평량평균만 표기되며 과목종별로는 구분되지 않습니다. 전공/교양의 구분이 필요한 경우 교양은 교무처 학사지원팀과, 전공은 해당 학과에서 확인 가능하며, 성적산출 기준은 교무처 학사지원팀 (본관 지하1층, Tel. 2123-2096~7)에서 안내받으실 수 있습니다

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,성적 및 졸업증명서를 외국대학으로 우편발송해 주는 서비스도 있나요?,"◆네, 학교에서 발급하는 증명서(성적/재학/졸업증명서 등)에 한해 외국대학으로 발송해드립니다. 다음의 두 가지 방법이 있습니다.
가. ""학교 학사포탈사이트(http://portal.yonsei.ac.kr) ▶ 로그인 ▶ 주요서비스 ▶ 인터넷증명발급 ▶ 인터넷 즉시출력과 우편증명발급 옵션에서 우편발송옵션을 선택 후 요구된 정보 (주소 등)를 입력하면 됩니다. 만약, 증명서 이외에 추가 서류 (WES, LSAT 등) 등 특정양식을 성적증명서 등과 함께 동봉 요청해야 할 경우에는 해당 추가 서류를 이메일(yservice@yonsei.ac.kr) 송부해야 신청당일 주셔야 합니다.
나. 종합서비스센터(공학원 1층)를 방문하여 해당서류를 봉인(sealing) 처리한 후 본인이 직접 우체국 또는 DHL 사무실(학생회관 1층)을 직접 방문하여 발송하시면 됩니다. 학교에서 발송했음을 증빙하기 위해서는 가급적 인터넷증명 옵션에서 우편발송을 이용하시면 됩니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,교환대학에서 이수한 과목이 성적표에 구체적으로 표기되나요?,"◆교환학생으로 파견되어 이수한 교과목은 우리대학교 성적표 상에 전체 인정학점만 표기되며, 구체적인 교과목명까지 표기되지는 않습니다 단, 학사포탈시스템의 성적 화면에서 대체인정 받은 교과목을 확인 및 출력할 수 있습니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,학사포탈에 영문성명은 어떻게 입력해야 되나요?,"◆ 해당 대학 행정팀으로 전화 또는 방문, 학적담당자를 찾아 본인 확인을 거친 뒤, 자신의 여권 영문 이름과 일치되게 입력 요청하시기 바랍니다. 영문명은 모든 학위 및 증명서에 공통 적용되는 관계로 가급적 여권명과 일치되게 알려주는 것이 좋습니다. 영문명 등재 원칙은 다음과 같습니다. 모두 대문자로 입력하고, 성과 이름 사이에는 콤마를 넣어 구분하며, 앞부분에는 성이, 뒷부분에는 이름이 등재되도록 통일하고 있습니다. 예1) HONG, GIL DONG, 예2) HONG, GILDONG

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,이번 학기를 마치고 졸업할 예정입니다. 졸업예정증명서 또는 졸업증명서가 언제 발급이 되나요?,"◆ 졸업증명서는 졸업식날부터 발급이 가능하며, 졸업예정증명서는 ☞ 학 부 생: 졸업신청, 수강신청, 등록은 완료하고 당학기 수강신청 학점을 포함해서 졸업학점이 충족되면 발급가능; 계절학기 성적까지 포함해서 졸업학점을 충족할 경우에도 발급가능 ☞ 대학원생 : 논문을 제출하는 대학원은 예심 또는 본심이 통과되어야 발급이 가능하며 논문을 제출하지 않는 원생은 5학기 이상이면서 졸업 취득학점을 충족하는 경우 발급이 가능합니다

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,증명발급을 하려면 학교를 꼭 방문해야 하나요?,"◆ 증명서 발급 서비스는 학적부와 교직원증명을 제외하면 모두 온라인으로 가능합니다. 현재, 인터넷(본교 학사포탈사이트와 민원24)을 이용해서 본인이 직접 발급할 수 있으며, 증명수수료 결제는 휴대폰 또는 신용카드로 가능합니다.
◆ 연세 학사포탈사이트 (로그인 필수) ▶ IT주요서비스 ▶ 인터넷증명발급 순으로 클릭하신 후 별도의 증명발급신청프로그램을 자신의 컴퓨터에 설치하시고 절차에 따라 진행하시면 됩니다.
※ 인터넷증명발급은 대학, 관공서, 협회 등 각종기관에서 발급하고 있는 증명서를 DRM, 위/변조방지, 출력제어, 화면제어 등의 보안기술을 통해 민원인이 인터넷으로도 법적 효력을 갖는 증명서를 어디 서나 출력할 수 있도록 하는 서비스입니다. 오프라인발급 증명서는 학교전용증명용지를 사용하고 있는 반면, 인터넷증명발급은 하단 좌,우측에 Optical watermark 처리를 통해 인터넷증명서의 법적 효력을 발휘하는 차이가 있습니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,대학원을 졸업했는데 증명서는 어디서 발급받을 수 있나요?,"◆ 인터넷증명발급으로 본인이 직접 개인프린터로 출력할 수도 있고, 인터넷증명신청을 이용하여 우편으로 받아볼 수도 있습니다.
◆ 학교를 방문 할 경우에는 2006.5.1일부로 대학원의 모든 제증명 발급업무가 종합서비스센터로 이관된 관계로 종합서비스센터로 방문하시면 즉시발급 가능합니다. (무인 자동발급기 이용은 365일 가능)

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,의과대학 학생이 증명발급을 하려면 어디로 가야되나요?,"◆ 증명발급은 인터넷을 이용해서 본인이 직접 출력할 수도 있고 우편수령으로 신청할 수도 있으며, 학교방문(종합서비스센터)시에는 즉시발급 가능합니다.
◆ 석차가 기재된 성적증명서는 인터넷증명발급서비스나 종합서비스센터 창구에서만 가능합니다.
◆ 82학번 이전 의과.치과.간호대학 졸업생은 해당 소속대학 교학과에서 발급합니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,원주캠퍼스 학생도 신촌에서 증명발급 가능한가요?,"◆ 가능합니다. 단, 원주 의과.간호대학의 모든 제 증명은 해당 소속대학 교학과에서 발급합니다

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,교육비 납입증명서는 어디서 발급받을수 있나요?,"◆개별적으로 학사포탈시스템 ▶ 학사관리 ▶ 로그인 ▶ 등록 에서 직접 출력할 수도 있고, 총무처 재무회계팀에 방문하여서 교육비납입증명서를 발급받을 수도 있습니다. • 또한, 국세청 홈페이지에서도 출력 가능합니다. (http://www.yesone.go.kr)

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,교직원 증명서도 발급기에서 발급할 수 있나요?,"현재 교직원 증명은 학사포탈 인터넷 증명을 통해 발급할 수 있으며, 종합서비스센터 방문시에도 발급가능하나, 발급기에서는 현재 발급이 되고 있지 않습니다. ""학교 학사포탈사이트(http://portal.yonsei.ac.kr) ▶ 로그인 (ID: 교직원번호, PW: 초기 비밀번호는 주민번호뒷7자리) ▶ IT 서비스 ▶ 인터넷증명발급 ▶ 재직, 경력, 퇴직, 강의경력 증명서

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,"인터넷이나, 발급기를 통해 발급가능한 증명서는?","◆ 다양한 종류의 증명서가 발급이 가능합니다. 학생별로 발급이 가능한 증명서의 종류가 다소 차이가 있사오니, 확인이 필요한 경우, 인터넷 증명 발급절차에 따라 진행하시면 자신이 출력가능한 증명서를 볼 수 있습니다(연세 학사포탈사이트 (로그인 필수) ▶ IT주요서비스 ▶ 인터넷증명발급)
◆ 인터넷 및 발급기에서 발급가능한 증명서: 재학 및 재적증명서, 성적증명서(4.5환산 포함), 졸업증명서 (석사 이상부터는 학위수여증명서), 수료증명서, 장학(비)수혜증명서, 법학과목취득증명서, 재학조교증명서
◆ 창구에서만 발급 가능한 증명서: 학적부 (종합서비스센터 창구)

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
증명서,자신의 학적상 국문 이름 또는 주민등록번호를 변경해야 할 경우는 어떻게 해야 하나요?,"◆ 증명서에 나오는 학적 인적 자료의 변경 업무를 담당하는 곳은 학부생 (재학 및 졸업생 모두)일 경우는 교무처 학사지원팀이 담당하며, 대학원생 (재학 및 졸업생 모두)일 경우에는 각 대학원 행정팀이 담당하고 있사오니 참고하시기 바랍니다.

*부서 : 종합서비스센터
*전화번호 : 02-2123-3200~5
(단, 기타 부서 전화번호 문의는 전화교환실 02-2123-2114)"
